Species,Mass_ln_g,First_appearance_mya,Last_appearance_mya,Family,Order_or_higher,Limb_morphology
Reithroparamys delicatissimus,5.934,50.6,44.6,Reithroparamyidae,Rodentia,Plantigrade
Reithroparamys huerfanensis,5.821,50.6,48.5,Reithroparamyidae,Rodentia,Plantigrade
Reithroparamys sciuroides,6.185,43.5,43.5,Reithroparamyidae,Rodentia,Plantigrade
Uriscus californicus,4.868,46,45.9,Reithroparamyidae,Rodentia,Plantigrade
Guanajuatomys hibbardi,5.116,57.6,43.2,Sciuravidae,Rodentia,Plantigrade
Pauromys exallos,2.926,48.8,48.7,Sciuravidae,Rodentia,Plantigrade
Pauromys lillegraveni,2.342,46,45.9,Sciuravidae,Rodentia,Plantigrade
Pauromys schaubi,2.268,49,46.4,Sciuravidae,Rodentia,Plantigrade
Pauromys simplex,2.615,44.2,44.1,Sciuravidae,Rodentia,Plantigrade
Pauromys texensis,2.867,46.8,44.2,Sciuravidae,Rodentia,Plantigrade
Sciuravus bridgeri,3.719,49.5,48.4,Sciuravidae,Rodentia,Plantigrade
Sciuravus nitidus,4.866,52.4,46.3,Sciuravidae,Rodentia,Plantigrade
Sciuravus popi,5.821,48.1,45.2,Sciuravidae,Rodentia,Plantigrade
Sciuravus powayensis,4.501,48.2,43.6,Sciuravidae,Rodentia,Plantigrade
Sciuravus wilsoni,4.435,51,50.6,Sciuravidae,Rodentia,Plantigrade
Tillomys senex,4.44,47.3,47.2,Sciuravidae,Rodentia,Plantigrade
Ammospermophilus fossilis,4.041,13.3,13.3,Sciuridae,Rodentia,Plantigrade
Ammospermophilus junturensis,3.98,12.7,10.7,Sciuridae,Rodentia,Plantigrade
Cedromus wardi,5.502,36.1,32.9,Sciuridae,Rodentia,Plantigrade
Cynomyoides vatis,5.733,11.8,11.8,Sciuridae,Rodentia,Plantigrade
Cynomys gunnisoni,6.552,0.5,-1,Sciuridae,Rodentia,Plantigrade
Cynomys ludovicianus,6.654,1.8,-1,Sciuridae,Rodentia,Plantigrade
Cynomys niobrarius,7.024,0.2,0.1,Sciuridae,Rodentia,Plantigrade
Cynomys spenceri,6.763,0.5,0.1,Sciuridae,Rodentia,Plantigrade
Glaucomys volans,3.917,0.8,-1,Sciuridae,Rodentia,Plantigrade
Marmota flaviventris,7.635,1.1,-1,Sciuridae,Rodentia,Plantigrade
Marmota minor,7.093,7.7,7.7,Sciuridae,Rodentia,Plantigrade
Marmota monax,7.951,0.9,-1,Sciuridae,Rodentia,Plantigrade
Marmota oregonensis,7.686,7.2,7.2,Sciuridae,Rodentia,Plantigrade
Marmota vetus,6.491,6.8,5.8,Sciuridae,Rodentia,Plantigrade
Miosciurus ballovianus,3.605,29,28.9,Sciuridae,Rodentia,Plantigrade
Miospermophilus bryanti,4.041,20.6,20.5,Sciuridae,Rodentia,Plantigrade
Miospermophilus lavertyi,4.667,11.3,11.3,Sciuridae,Rodentia,Plantigrade
Miospermophilus wyomingensis,4.422,20.3,16.2,Sciuridae,Rodentia,Plantigrade
Nototamias hulberti,2.836,20.1,20.1,Sciuridae,Rodentia,Plantigrade
Nototamias quadratus,3.641,24.9,24.1,Sciuridae,Rodentia,Plantigrade
Oligospermophilus douglassi,4.679,36.7,34,Sciuridae,Rodentia,Plantigrade
Paenemarmota barbouri,9.24,4.5,2.9,Sciuridae,Rodentia,Plantigrade
Paenemarmota mexicana,9.126,6.7,6.6,Sciuridae,Rodentia,Plantigrade
Paenemarmota nevadensis,8.942,7.7,7.1,Sciuridae,Rodentia,Plantigrade
Paenemarmota sawrockensis,8.691,6.8,4.8,Sciuridae,Rodentia,Plantigrade
Petauristodon jamesi,5.727,18.4,14,Sciuridae,Rodentia,Plantigrade
Petauristodon mathewsi,5.366,16.2,13.1,Sciuridae,Rodentia,Plantigrade
Petauristodon pattersoni,5.816,20.1,20.1,Sciuridae,Rodentia,Plantigrade
Protosciurus condoni,6.444,26.9,26.7,Sciuridae,Rodentia,Plantigrade
Protosciurus mengi,5.793,36.1,32.9,Sciuridae,Rodentia,Plantigrade
Protosciurus tecuyensis,6.17,25.7,24.4,Sciuridae,Rodentia,Plantigrade
Protospermophilus angusticeps,5.772,17.6,17.2,Sciuridae,Rodentia,Plantigrade
Protospermophilus kelloggi,5.312,20.3,17.5,Sciuridae,Rodentia,Plantigrade
Protospermophilus malheurensis,4.658,15.2,14.5,Sciuridae,Rodentia,Plantigrade
Protospermophilus oregonensis,6.109,18,15.2,Sciuridae,Rodentia,Plantigrade
Protospermophilus quatalensis,5.613,16.5,11.5,Sciuridae,Rodentia,Plantigrade
Protospermophilus vortmani,5.437,27.8,27.4,Sciuridae,Rodentia,Plantigrade
Sciurion campestre,3.126,20.3,20.3,Sciuridae,Rodentia,Plantigrade
Sciurus aberti,5.79,0,-1,Sciuridae,Rodentia,Plantigrade
Sciurus carolinensis,5.607,1.7,-1,Sciuridae,Rodentia,Plantigrade
Similisciurus maxwelli,5.557,22.2,21.7,Sciuridae,Rodentia,Plantigrade
Spermophilus argonautus,4.876,9.9,7.7,Sciuridae,Rodentia,Plantigrade
Spermophilus armatus,4.644,0.1,-1,Sciuridae,Rodentia,Plantigrade
Spermophilus bensoni,5.215,3.2,1,Sciuridae,Rodentia,Plantigrade
Spermophilus cragini,6.37,2.4,2.4,Sciuridae,Rodentia,Plantigrade
Spermophilus cyanocittus,4.55,12.7,11.5,Sciuridae,Rodentia,Plantigrade
Spermophilus dotti,5.606,5.2,5.2,Sciuridae,Rodentia,Plantigrade
Spermophilus fricki,5.447,10,10,Sciuridae,Rodentia,Plantigrade
Spermophilus gidleyi,4.604,5.8,5.7,Sciuridae,Rodentia,Plantigrade
Spermophilus howelli,4.94,4.2,2.5,Sciuridae,Rodentia,Plantigrade
Spermophilus jerae,4.468,14.7,14.7,Sciuridae,Rodentia,Plantigrade
Spermophilus lorisrusselli,5.115,0.8,0.8,Sciuridae,Rodentia,Plantigrade
Spermophilus matachicensis,5.399,6.7,4.6,Sciuridae,Rodentia,Plantigrade
Spermophilus matthewi,5.991,9.2,5.8,Sciuridae,Rodentia,Plantigrade
Spermophilus mckayensis,5.152,7.2,7.2,Sciuridae,Rodentia,Plantigrade
Spermophilus parryii,5.925,0,0,Sciuridae,Rodentia,Plantigrade
Spermophilus primitivus,4.752,16.2,14.7,Sciuridae,Rodentia,Plantigrade
Spermophilus richardsonii,5.044,1.6,-1,Sciuridae,Rodentia,Plantigrade
Spermophilus shotwelli,5.672,6.8,5.8,Sciuridae,Rodentia,Plantigrade
Spermophilus tephrus,4.489,14.7,14.3,Sciuridae,Rodentia,Plantigrade
Spermophilus tridecemlineatus,4.399,1.6,-1,Sciuridae,Rodentia,Plantigrade
Spermophilus variegatus,5.811,0,-1,Sciuridae,Rodentia,Plantigrade
Spermophilus wellingtonensis,5.687,4.7,1.5,Sciuridae,Rodentia,Plantigrade
Spermophilus wilsoni,5.517,7.6,6.4,Sciuridae,Rodentia,Plantigrade
Tamias aristus,4.964,0,0,Sciuridae,Rodentia,Plantigrade
Tamias ateles,3.395,17,13,Sciuridae,Rodentia,Plantigrade
Tamias minimus,3.23,1.1,0,Sciuridae,Rodentia,Plantigrade
Tamias striatus,3.83,0.9,-1,Sciuridae,Rodentia,Plantigrade
Tamiasciurus hudsonicus,4.807,1.1,-1,Sciuridae,Rodentia,Plantigrade
Nonomys simplicidens,2.777,35.8,35.6,Simimyidae ,Rodentia,Plantigrade
Simimys landeri,3.701,40.3,40.2,Simimyidae,Rodentia,Plantigrade
Simimys simplex,2.723,43.6,40.2,Simimyidae,Rodentia,Plantigrade
Elymys complexus,1.656,48.8,48.7,Zapodidae,Rodentia,Plantigrade
Javazapus weeksi,2.48,1.6,1.6,Zapodidae,Rodentia,Plantigrade
Macrognathomys gemmacolis,1.897,13.9,11.3,Zapodidae,Rodentia,Plantigrade
Macrognathomys nanus,1.66,11.8,7.5,Zapodidae,Rodentia,Plantigrade
Megasminthus gladiofex,3.594,14.4,14.4,Zapodidae,Rodentia,Plantigrade
Megasminthus tiheni,4.032,16.7,13.7,Zapodidae,Rodentia,Plantigrade
Miosicista angulatus,2.098,14.1,14.1,Zapodidae,Rodentia,Plantigrade
Plesiosminthus clivosus,2.24,28.4,20.3,Zapodidae,Rodentia,Plantigrade
Zapus burti,3.057,2.4,2.4,Zapodidae,Rodentia,Plantigrade
Zapus hudsonius,2.702,0.9,-1,Zapodidae,Rodentia,Plantigrade
Zapus rinkeri,3.325,3.8,3.7,Zapodidae,Rodentia,Plantigrade
Zapus sandersi,2.939,2.8,0.5,Zapodidae,Rodentia,Plantigrade
Zapus sykesae,2.84,1.6,1.6,Zapodidae,Rodentia,Plantigrade
Spalacolestes cretulablatta,1.408,98.7,98.1,Spalacotheriidae,Spalacotheroidea,Plantigrade
Spalacotheridium noblei,0.967,98.7,96.8,Spalacotheriidae,Spalacotheroidea,Plantigrade
Symmetrodontoides canadensis,2.463,85,83.9,Spalacotheriidae,Spalacotheroidea,Plantigrade
Symmetrodontoides foxi,2.158,80.6,73,Spalacotheriidae,Spalacotheroidea,Plantigrade
Conoryctella pattersoni,8.776,63.3,62.7,Stylinodontidae,Taeniodonta,Plantigrade
Conoryctes comma,9.726,63,62.8,Stylinodontidae,Taeniodonta,Plantigrade
Huerfanodon polecatensis,10.301,61.8,61.7,Stylinodontidae,Taeniodonta,Plantigrade
Huerfanodon torrejonius,9.945,62.5,62.4,Stylinodontidae,Taeniodonta,Plantigrade
Stylinodon mirus,10.776,52.2,44.4,Stylinodontidae,Taeniodonta,Plantigrade
Esthonyx acutidens,9.195,53.4,50,Esthonychidae,Tillodontia,Plantigrade
Esthonyx ancylion,9.449,55.9,55.8,Esthonychidae,Tillodontia,Plantigrade
Esthonyx bisulcatus,8.818,55,52.5,Esthonychidae,Tillodontia,Plantigrade
Esthonyx grangeri,10.052,55.8,54.8,Esthonychidae,Tillodontia,Plantigrade
Esthonyx gunnelli,9.508,55.4,55.4,Esthonychidae,Tillodontia,Plantigrade
Esthonyx spatularius,8.654,55.4,53.9,Esthonychidae,Tillodontia,Plantigrade
Esthonyx xenicus,8.899,56.5,55.9,Esthonychidae,Tillodontia,Plantigrade
Tillodon fodiens,12.014,48.4,48.3,Esthonychidae,Tillodontia,Plantigrade
Trogosus castoridens,11.693,48.3,47.7,Esthonychidae,Tillodontia,Plantigrade
Trogosus grangeri,11.925,50.2,49.8,Esthonychidae,Tillodontia,Plantigrade
Trogosus latidens,12.629,50.6,49.5,Esthonychidae,Tillodontia,Plantigrade
Astroconodon denisoni,2.476,96.1,95.4,Triconodontidae,Triconodonta,Plantigrade
Megalonyx jeffersonii,12.844,1.8,0,Megalonychidae,Xenarthra,Plantigrade
Megalonyx leptostomus,12.381,4.8,1.6,Megalonychidae,Xenarthra,Plantigrade
Megalonyx wheatleyi,12.411,1.7,0.3,Megalonychidae,Xenarthra,Plantigrade
Pliometanastes galushai,9.064,8.9,7.3,Megalonychidae,Xenarthra,Plantigrade
Pliometanastes protistus,11.387,9.9,8.7,Megalonychidae,Xenarthra,Plantigrade
Nothrotheriops shastensis,11.665,2.6,0,Nothrotheriidae,Xenarthra,Plantigrade
Holmesina floridanus,11.137,2.6,1.2,Pampatheriidae,Xenarthra,Plantigrade
Holmesina septentrionalis,11.523,1.1,0,Pampatheriidae,Xenarthra,Plantigrade
